Date,EPU Change
2017-07-16,-89.14000000000001
2017-07-17,61.190000000000026
2017-07-18,316.03000000000003
2017-07-19,-224.41000000000008
2017-07-20,-235.27999999999997
2017-07-21,226.85000000000002
2017-07-22,-138.23000000000002
2017-07-23,35.31999999999999
2017-07-24,22.20999999999998
2017-07-25,317.69000000000005
2017-07-26,59.07999999999993
2017-07-27,-226.94999999999993
2017-07-28,-25.960000000000036
2017-07-29,261.18000000000006
2017-07-30,-391.06000000000006
2017-07-31,241.89999999999998
2017-08-01,46.139999999999986
2017-08-02,-120.89999999999998
2017-08-03,-133.14999999999998
2017-08-04,368.36
2017-08-05,-343.25
2017-08-06,-111.51000000000002
2017-08-07,51.28999999999999
2017-08-08,153.43
2017-08-09,-59.089999999999975
2017-08-10,-58.48000000000002
2017-08-11,44.69
2017-08-12,-129.99
2017-08-13,-21.650000000000006
2017-08-14,236.48
2017-08-15,71.61000000000001
2017-08-16,25.16999999999996
2017-08-17,-78.15999999999997
2017-08-18,-238.07999999999998
2017-08-19,37.28000000000003
2017-08-20,-20.53000000000003
2017-08-21,-125.71
2017-08-22,93.61999999999999
2017-08-23,75.08000000000001
2017-08-24,180.71999999999997
2017-08-25,-68.96999999999997
2017-08-26,35.64999999999998
2017-08-27,-258.73
2017-08-28,114.42999999999998
2017-08-29,167.0
2017-08-30,-214.24999999999997
2017-08-31,-13.289999999999992
2017-09-01,161.83999999999997
2017-09-02,-150.48999999999998
2017-09-03,-46.150000000000006
2017-09-04,103.76999999999998
2017-09-05,342.56
2017-09-06,-55.09000000000003
2017-09-07,-25.00999999999999
2017-09-08,219.88
2017-09-09,-453.86999999999995
2017-09-10,-43.18000000000001
2017-09-11,4.1299999999999955
2017-09-12,62.34000000000003
2017-09-13,203.32999999999993
2017-09-14,46.8900000000001
2017-09-15,-188.19000000000005
2017-09-16,-94.79000000000002
2017-09-17,30.220000000000027
2017-09-18,-128.02
2017-09-19,188.63000000000002
2017-09-20,143.82
2017-09-21,-366.89
2017-09-22,176.73999999999998
2017-09-23,-18.22999999999996
2017-09-24,24.620000000000005
2017-09-25,-88.94
2017-09-26,107.40999999999997
2017-09-27,345.01000000000005
2017-09-28,-375.72
2017-09-29,-69.21000000000004
2017-09-30,27.610000000000014
2017-10-01,-27.370000000000005
2017-10-02,197.65000000000003
2017-10-03,-46.35000000000002
2017-10-04,-0.060000000000002274
2017-10-05,250.38
2017-10-06,-380.52
2017-10-07,-34.620000000000005
2017-10-08,110.93
2017-10-09,-126.26000000000002
2017-10-10,307.6500000000001
2017-10-11,-74.12000000000006
2017-10-12,-31.889999999999986
2017-10-13,81.81
2017-10-14,-208.17000000000002
2017-10-15,-62.77999999999997
2017-10-16,74.06
2017-10-17,148.25
2017-10-18,-123.97000000000003
2017-10-19,65.24000000000001
2017-10-20,-112.25
2017-10-21,132.14
2017-10-22,-265.22
2017-10-23,350.64
2017-10-24,-64.54999999999995
2017-10-25,-63.370000000000005
2017-10-26,-84.46999999999997
2017-10-27,-110.23000000000002
2017-10-28,269.38
2017-10-29,-295.38
2017-10-30,122.70999999999998
2017-10-31,121.19
2017-11-01,-169.87
2017-11-02,271.63000000000005
2017-11-03,198.14
2017-11-04,-94.57000000000005
2017-11-05,-343.78
2017-11-06,-274.89
2017-11-07,518.23
2017-11-08,-229.45000000000005
2017-11-09,53.72000000000003
2017-11-10,13.819999999999993
2017-11-11,123.45999999999998
2017-11-12,-310.39
2017-11-13,410.61
2017-11-14,154.75
2017-11-15,-335.66
2017-11-16,0.8300000000000409
2017-11-17,-118.73000000000002
2017-11-18,181.82999999999998
2017-11-19,-117.66999999999996
2017-11-20,134.77999999999997
2017-11-21,326.84000000000003
2017-11-22,22.909999999999968
2017-11-23,-73.01999999999998
2017-11-24,-218.44000000000005
2017-11-25,-208.34999999999997
2017-11-26,32.120000000000005
2017-11-27,-123.94
2017-11-28,222.5
2017-11-29,217.32000000000005
2017-11-30,-415.58000000000004
2017-12-01,-22.670000000000016
2017-12-02,-46.69
2017-12-03,69.5
2017-12-04,302.49
2017-12-05,-302.91
2017-12-06,151.44
2017-12-07,-122.25
2017-12-08,151.73000000000002
2017-12-09,311.55999999999995
2017-12-10,-405.31999999999994
2017-12-11,120.13
2017-12-12,-82.00999999999999
2017-12-13,-4.75
2017-12-14,84.50999999999999
2017-12-15,232.09000000000003
2017-12-16,-511.40000000000003
2017-12-17,-52.72
2017-12-18,105.67999999999998
2017-12-19,181.29000000000002
2017-12-20,53.93000000000001
2017-12-21,-187.41000000000003
2017-12-22,26.08000000000004
2017-12-23,-48.68000000000001
2017-12-24,109.57999999999998
2017-12-25,-390.22
2017-12-26,228.69
2017-12-27,189.95000000000002
2017-12-28,-88.56
2017-12-29,-60.710000000000036
2017-12-30,240.74
2017-12-31,-76.90999999999997
2018-01-01,191.38999999999993
2018-01-02,-231.24999999999994
2018-01-03,128.91000000000003
2018-01-04,-273.18000000000006
2018-01-05,265.08000000000004
2018-01-06,-134.89
2018-01-07,-338.71000000000004
2018-01-08,338.22
2018-01-09,36.849999999999966
2018-01-10,52.30000000000001
2018-01-11,-86.69999999999999
2018-01-12,99.95999999999998
2018-01-13,-189.21999999999997
2018-01-14,-85.19
2018-01-15,-75.61000000000001
2018-01-16,78.43
2018-01-17,304.55
2018-01-18,-79.97000000000003
2018-01-19,-197.85999999999999
2018-01-20,-54.22
2018-01-21,40.66999999999999
2018-01-22,58.46000000000001
2018-01-23,267.45
2018-01-24,-286.68
2018-01-25,-45.889999999999986
2018-01-26,136.64
2018-01-27,-185.67999999999998
2018-01-28,114.80999999999997
2018-01-29,194.87
2018-01-30,-200.95
2018-01-31,135.32
2018-02-01,-210.47
2018-02-02,83.6
2018-02-03,-14.550000000000011
2018-02-04,-29.74999999999997
2018-02-05,251.51000000000002
2018-02-06,-298.82000000000005
2018-02-07,1.4699999999999989
2018-02-08,105.49000000000001
2018-02-09,-79.03
2018-02-10,73.79999999999998
2018-02-11,-80.10999999999999
2018-02-12,-128.97
2018-02-13,201.51
2018-02-14,-45.079999999999984
2018-02-15,-38.860000000000014
2018-02-16,-47.359999999999985
2018-02-17,125.9
2018-02-18,-21.400000000000034
2018-02-19,21.840000000000032
2018-02-20,-99.63000000000002
2018-02-21,-0.6699999999999875
2018-02-22,149.20999999999998
2018-02-23,8.610000000000014
2018-02-24,-99.97999999999999
2018-02-25,55.41999999999999
2018-02-26,-79.01999999999998
2018-02-27,-73.37
2018-02-28,107.22999999999999
2018-03-01,197.98
2018-03-02,30.230000000000018
2018-03-03,-80.37
2018-03-04,-232.56
2018-03-05,95.93
2018-03-06,355.8
2018-03-07,-265.03000000000003
2018-03-08,-67.00999999999999
2018-03-09,151.83999999999997
2018-03-10,-192.00999999999996
2018-03-11,-167.13
2018-03-12,190.92000000000002
2018-03-13,298.33
2018-03-14,166.39999999999998
2018-03-15,-324.29999999999995
2018-03-16,-44.06
2018-03-17,-3.75
2018-03-18,-163.93
2018-03-19,29.909999999999997
2018-03-20,101.9
2018-03-21,27.79000000000002
2018-03-22,-42.5
2018-03-23,-12.370000000000005
2018-03-24,34.50999999999999
2018-03-25,-179.44
2018-03-26,98.95999999999998
2018-03-27,135.28000000000003
2018-03-28,-175.53000000000003
2018-03-29,81.41000000000003
2018-03-30,-138.82000000000002
2018-03-31,16.99000000000001
2018-04-01,6.289999999999992
2018-04-02,-16.099999999999994
2018-04-03,-5.090000000000003
2018-04-04,31.03
2018-04-05,32.19
2018-04-06,207.10999999999999
2018-04-07,-244.82
2018-04-08,-32.56999999999999
2018-04-09,18.650000000000006
2018-04-10,110.99999999999997
2018-04-11,34.950000000000045
2018-04-12,-191.99
2018-04-13,337.24
2018-04-14,-206.19
2018-04-15,-73.60000000000002
2018-04-16,120.80000000000001
2018-04-17,-20.53000000000003
2018-04-18,0.9500000000000455
2018-04-19,53.329999999999984
2018-04-20,-86.42000000000002
2018-04-21,-58.5
2018-04-22,-20.129999999999995
2018-04-23,15.469999999999999
2018-04-24,-18.049999999999983
2018-04-25,60.349999999999994
2018-04-26,-151.46
2018-04-27,150.03
2018-04-28,192.59
2018-04-29,-342.13
2018-04-30,43.03
2018-05-01,-0.9299999999999926
2018-05-02,159.93999999999997
2018-05-03,31.600000000000023
2018-05-04,-115.5
2018-05-05,85.91000000000003
2018-05-06,-26.510000000000048
2018-05-07,-39.359999999999985
2018-05-08,78.52000000000001
2018-05-09,116.73000000000002
2018-05-10,-90.14000000000004
2018-05-11,-40.73999999999995
2018-05-12,-89.36000000000001
2018-05-13,6.530000000000001
2018-05-14,72.98999999999998
2018-05-15,353.62000000000006
2018-05-16,-427.9000000000001
2018-05-17,-55.47
2018-05-18,126.06
2018-05-19,-37.50999999999999
2018-05-20,-59.47
2018-05-21,119.92999999999998
2018-05-22,36.410000000000025
2018-05-23,-64.22000000000003
2018-05-24,124.30000000000001
2018-05-25,105.22000000000003
2018-05-26,-76.17000000000002
2018-05-27,-264.15
2018-05-28,293.97
2018-05-29,-140.86
2018-05-30,242.26000000000005
2018-05-31,-169.42000000000002
2018-06-01,-116.44999999999999
2018-06-02,13.149999999999977
2018-06-03,3.8500000000000227
2018-06-04,-27.55000000000001
2018-06-05,147.53999999999996
2018-06-06,123.70999999999998
2018-06-07,-122.38999999999993
2018-06-08,-29.140000000000043
2018-06-09,-16.149999999999977
2018-06-10,-273.7
2018-06-11,316.09
2018-06-12,-70.44999999999999
2018-06-13,59.24000000000001
2018-06-14,-52.77000000000004
2018-06-15,111.05000000000001
2018-06-16,-184.52999999999997
2018-06-17,-94.25
2018-06-18,111.27999999999997
2018-06-19,78.57
2018-06-20,-61.079999999999984
2018-06-21,123.35000000000002
2018-06-22,-19.5
2018-06-23,-165.81
2018-06-24,152.53999999999996
2018-06-25,-80.88999999999999
2018-06-26,37.639999999999986
2018-06-27,21.30000000000001
2018-06-28,-95.39999999999998
2018-06-29,245.59999999999997
2018-06-30,-211.35999999999996
2018-07-01,-128.64000000000001
2018-07-02,104.53
2018-07-03,131.55
2018-07-04,15.029999999999973
2018-07-05,-14.639999999999986
2018-07-06,-49.09000000000003
2018-07-07,-90.08999999999997
2018-07-08,31.100000000000023
2018-07-09,-43.47000000000003
2018-07-10,-63.129999999999995
2018-07-11,34.650000000000006
2018-07-12,85.67999999999998
2018-07-13,1.650000000000034
2018-07-14,56.06999999999999
2018-07-15,-244.16
2018-07-16,53.309999999999974
2018-07-17,259.7
2018-07-18,-210.30999999999997
2018-07-19,50.46000000000001
2018-07-20,-84.33000000000001
2018-07-21,23.400000000000006
2018-07-22,-1.5
2018-07-23,35.25
2018-07-24,221.5
2018-07-25,51.56999999999999
2018-07-26,-432.73
2018-07-27,256.82000000000005
2018-07-28,66.27999999999997
2018-07-29,-257.53
2018-07-30,215.13000000000002
2018-07-31,30.099999999999966
2018-08-01,13.75
2018-08-02,143.65000000000003
2018-08-03,-3.2000000000000455
2018-08-04,-149.34999999999997
2018-08-05,-121.86000000000001
2018-08-06,260.06
2018-08-07,-216.04000000000002
2018-08-08,-127.25999999999999
2018-08-09,6.060000000000002
2018-08-10,-2.579999999999984
2018-08-11,111.42000000000002
2018-08-12,79.56
2018-08-13,-272.40000000000003
2018-08-14,81.63
2018-08-15,-27.359999999999985
2018-08-16,117.71000000000001
2018-08-17,15.449999999999989
2018-08-18,-153.39
2018-08-19,3.0600000000000023
2018-08-20,119.43
2018-08-21,-173.25
2018-08-22,94.96
2018-08-23,96.89999999999998
2018-08-24,-38.67999999999995
2018-08-25,17.589999999999975
2018-08-26,-71.21000000000001
2018-08-27,34.97
2018-08-28,79.16000000000003
2018-08-29,-19.379999999999995
2018-08-30,-48.870000000000005
2018-08-31,-147.85000000000002
2018-09-01,-47.989999999999995
2018-09-02,116.17
2018-09-03,70.32
2018-09-04,-79.43
2018-09-05,-85.24
2018-09-06,3.8500000000000085
2018-09-07,5.450000000000003
2018-09-08,52.269999999999996
2018-09-09,-18.78
2018-09-10,-50.730000000000004
2018-09-11,1.9000000000000057
2018-09-12,-43.11
2018-09-13,39.89999999999999
2018-09-14,-21.319999999999993
2018-09-15,38.86
2018-09-16,74.52000000000001
2018-09-17,-60.530000000000015
2018-09-18,56.69000000000001
2018-09-19,-45.45
2018-09-20,-16.540000000000006
2018-09-21,58.599999999999994
2018-09-22,-73.71
2018-09-23,81.73
2018-09-24,-9.180000000000007
2018-09-25,-41.3
2018-09-26,-51.64999999999999
2018-09-27,9.549999999999997
2018-09-28,19.36999999999999
2018-09-29,-7.5
2018-09-30,67.94
2018-10-01,63.21000000000001
2018-10-02,-45.75999999999999
2018-10-03,-11.77000000000001
2018-10-04,10.909999999999997
2018-10-05,-60.17999999999999
2018-10-06,0.20000000000000284
2018-10-07,104.13
2018-10-08,-101.56
2018-10-09,-34.69
2018-10-10,22.599999999999994
2018-10-11,-6.909999999999997
2018-10-12,34.5
2018-10-13,-31.099999999999994
2018-10-14,118.21000000000001
2018-10-15,-95.08000000000001
2018-10-16,42.28999999999999
2018-10-17,-37.019999999999996
2018-10-18,73.84000000000002
2018-10-19,-67.54000000000002
2018-10-20,-41.019999999999996
2018-10-21,67.74
2018-10-22,5.6299999999999955
2018-10-23,-88.12999999999998
2018-10-24,70.29
2018-10-25,47.91
2018-10-26,-65.21000000000001
2018-10-27,-18.5
2018-10-28,127.47
2018-10-29,-124.41
2018-10-30,-29.060000000000002
2018-10-31,39.03999999999999
2018-11-01,10.900000000000006
2018-11-02,-20.03
2018-11-03,30.170000000000016
2018-11-04,129.81
2018-11-05,-127.81
2018-11-06,61.109999999999985
2018-11-07,-114.58
2018-11-08,52.69000000000001
2018-11-09,-69.93
2018-11-10,3.75
2018-11-11,2.780000000000001
2018-11-12,35.489999999999995
2018-11-13,2.980000000000004
2018-11-14,-12.590000000000003
2018-11-15,-24.180000000000007
2018-11-16,1.1099999999999994
2018-11-17,-34.81999999999999
2018-11-18,101.38000000000001
2018-11-19,-113.64000000000001
2018-11-20,-1.1499999999999986
2018-11-21,57.17000000000001
2018-11-22,-58.03000000000001
2018-11-23,13.630000000000003
2018-11-24,43.879999999999995
2018-11-25,137.0
2018-11-26,-96.10999999999999
2018-11-27,32.97
2018-11-28,-29.24000000000001
2018-11-29,160.48999999999998
2018-11-30,-100.41999999999999
2018-12-01,-66.96000000000001
2018-12-02,185.15000000000003
2018-12-03,-43.31
2018-12-04,-141.12
2018-12-05,-30.05000000000001
2018-12-06,10.899999999999991
2018-12-07,20.739999999999995
2018-12-08,-26.189999999999984
2018-12-09,54.62999999999998
2018-12-10,-33.839999999999975
2018-12-11,-7.480000000000018
2018-12-12,-32.25999999999999
2018-12-13,84.75999999999999
2018-12-14,-2.2299999999999898
2018-12-15,-30.950000000000017
2018-12-16,137.81
2018-12-17,-133.98999999999998
2018-12-18,3.8799999999999955
2018-12-19,17.74000000000001
2018-12-20,-41.09000000000002
2018-12-21,46.489999999999995
2018-12-22,121.70000000000002
2018-12-23,77.02999999999997
2018-12-24,-150.2
2018-12-25,23.460000000000008
2018-12-26,87.53999999999999
2018-12-27,-107.56
2018-12-28,-14.47999999999999
2018-12-29,-20.039999999999992
2018-12-30,250.8
2018-12-31,-232.58
2019-01-01,68.66
2019-01-02,-15.560000000000002
2019-01-03,-1.25
2019-01-04,-57.83000000000001
2019-01-05,-5.389999999999986
2019-01-06,81.79999999999998
2019-01-07,-56.19999999999999
2019-01-08,130.57999999999998
2019-01-09,-169.17999999999998
2019-01-10,61.25999999999999
2019-01-11,18.830000000000013
2019-01-12,12.870000000000005
2019-01-13,-24.560000000000002
2019-01-14,101.99000000000001
2019-01-15,-90.47000000000003
2019-01-16,-49.75
2019-01-17,6.320000000000022
2019-01-18,10.45999999999998
2019-01-19,-41.599999999999994
2019-01-20,84.59000000000003
2019-01-21,-119.40000000000003
2019-01-22,22.27000000000001
2019-01-23,-52.08
2019-01-24,71.04
2019-01-25,-38.32000000000002
2019-01-26,-10.98999999999998
2019-01-27,193.77999999999997
2019-01-28,-171.43999999999997
2019-01-29,-55.56000000000002
2019-01-30,64.74
2019-01-31,37.05000000000001
2019-02-01,-54.71000000000001
2019-02-02,-17.00999999999999
2019-02-03,102.03999999999999
2019-02-04,-15.840000000000003
2019-02-05,-93.29999999999998
2019-02-06,155.14
2019-02-07,-140.14
2019-02-08,-40.56
2019-02-09,-29.730000000000004
2019-02-10,74.27
2019-02-11,-15.180000000000007
2019-02-12,-105.85999999999999
2019-02-13,116.07999999999998
2019-02-14,-103.72999999999999
2019-02-15,69.83
2019-02-16,-21.840000000000003
2019-02-17,69.94000000000001
2019-02-18,14.47999999999999
2019-02-19,-19.639999999999986
2019-02-20,-57.900000000000006
2019-02-21,50.75
2019-02-22,-4.730000000000018
2019-02-23,-34.609999999999985
2019-02-24,32.78
2019-02-25,-26.439999999999998
2019-02-26,56.829999999999984
2019-02-27,23.860000000000014
2019-02-28,-22.890000000000015
2019-03-01,-2.789999999999992
2019-03-02,-9.609999999999985
2019-03-03,-13.150000000000006
2019-03-04,-71.78
2019-03-05,183.33999999999997
2019-03-06,-141.57999999999998
2019-03-07,54.31
2019-03-08,-27.859999999999985
2019-03-09,0.8999999999999773
2019-03-10,91.01000000000002
2019-03-11,2.0
2019-03-12,-122.14000000000001
2019-03-13,39.19
2019-03-14,-63.989999999999995
2019-03-15,61.010000000000005
2019-03-16,-51.010000000000005
2019-03-17,84.98
2019-03-18,-94.64
2019-03-19,63.61
2019-03-20,-23.830000000000013
2019-03-21,8.960000000000008
2019-03-22,-22.50999999999999
2019-03-23,-23.89
2019-03-24,50.35000000000001
2019-03-25,-64.97000000000001
2019-03-26,1.4099999999999966
2019-03-27,50.8
2019-03-28,-76.71
2019-03-29,78.24
2019-03-30,-11.789999999999992
2019-03-31,45.46000000000001
2019-04-01,13.849999999999994
2019-04-02,-43.629999999999995
2019-04-03,16.579999999999984
2019-04-04,-61.81999999999999
2019-04-05,-31.03
2019-04-06,213.78
2019-04-07,-114.30000000000001
2019-04-08,-68.93999999999998
2019-04-09,-4.740000000000009
2019-04-10,32.07000000000001
2019-04-11,-35.69
2019-04-12,-0.05000000000001137
2019-04-13,-9.61
2019-04-14,164.82
2019-04-15,-143.79000000000002
2019-04-16,-10.89
2019-04-17,17.710000000000008
2019-04-18,4.319999999999993
2019-04-19,-42.22999999999999
2019-04-20,11.61999999999999
2019-04-21,75.92999999999999
2019-04-22,-2.759999999999991
2019-04-23,-72.4
2019-04-24,6.3700000000000045
2019-04-25,24.180000000000007
2019-04-26,34.81999999999999
2019-04-27,-21.980000000000004
2019-04-28,108.66000000000001
2019-04-29,-101.35
2019-04-30,-5.13000000000001
2019-05-01,30.11
2019-05-02,-109.71000000000001
2019-05-03,73.59
2019-05-04,-19.44999999999999
2019-05-05,62.16999999999999
2019-05-06,-12.669999999999987
2019-05-07,23.629999999999995
2019-05-08,24.460000000000008
2019-05-09,-65.5
2019-05-10,14.409999999999997
2019-05-11,-44.46000000000001
2019-05-12,110.22
2019-05-13,-61.389999999999986
2019-05-14,51.91
2019-05-15,-18.670000000000016
2019-05-16,-4.819999999999993
2019-05-17,-46.109999999999985
2019-05-18,17.849999999999994
2019-05-19,43.620000000000005
2019-05-20,-17.940000000000026
2019-05-21,-59.30999999999999
2019-05-22,37.7
2019-05-23,-63.21000000000001
2019-05-24,85.16
2019-05-25,50.81
2019-05-26,-12.659999999999997
2019-05-27,-10.579999999999984
2019-05-28,-65.11000000000001
2019-05-29,-29.459999999999994
2019-05-30,-53.57000000000001
2019-05-31,62.95
2019-06-01,51.82000000000001
2019-06-02,113.89999999999998
2019-06-03,-206.52999999999997
2019-06-04,24.85000000000001
2019-06-05,186.48999999999998
2019-06-06,-88.55999999999997
2019-06-07,55.28
2019-06-08,2.9399999999999977
2019-06-09,10.519999999999982
2019-06-10,45.56999999999999
2019-06-11,-119.79999999999998
2019-06-12,26.150000000000006
2019-06-13,-28.430000000000007
2019-06-14,18.289999999999992
2019-06-15,9.390000000000015
2019-06-16,84.58999999999997
2019-06-17,-120.48999999999998
2019-06-18,8.840000000000003
2019-06-19,-55.620000000000005
2019-06-20,-26.710000000000008
2019-06-21,47.21000000000001
2019-06-22,-1.0999999999999943
2019-06-23,130.04999999999998
2019-06-24,-104.92999999999998
2019-06-25,-51.670000000000016
2019-06-26,51.55000000000001
2019-06-27,-54.32000000000002
2019-06-28,71.94000000000003
2019-06-29,-98.23000000000002
2019-06-30,62.59
2019-07-01,63.66
2019-07-02,-123.3
2019-07-03,12.170000000000002
2019-07-04,12.129999999999995
2019-07-05,-40.349999999999994
2019-07-06,68.65
2019-07-07,51.48999999999998
2019-07-08,-73.80999999999997
2019-07-09,-48.12000000000002
2019-07-10,-8.769999999999996
2019-07-11,99.78999999999999
2019-07-12,-2.819999999999993
2019-07-13,15.22999999999999
2019-07-14,-31.049999999999983
2019-07-15,12.090000000000003
2019-07-16,-11.230000000000018
2019-07-17,-28.119999999999976
2019-07-18,-28.10000000000001
2019-07-19,1.1299999999999955
2019-07-20,-53.14
2019-07-21,132.23
2019-07-22,-52.41999999999999
2019-07-23,5.289999999999992
2019-07-24,-48.69999999999999
2019-07-25,28.099999999999994
2019-07-26,39.650000000000006
2019-07-27,123.08999999999997
2019-07-28,21.5
2019-07-29,-188.90999999999997
2019-07-30,76.14
2019-07-31,-81.39
2019-08-01,73.67
2019-08-02,-16.72
2019-08-03,49.860000000000014
2019-08-04,1.8899999999999864
2019-08-05,-90.73
2019-08-06,21.440000000000012
2019-08-07,3.4099999999999966
2019-08-08,-42.82000000000001
2019-08-09,25.64999999999999
2019-08-10,-36.97999999999999
2019-08-11,113.91
2019-08-12,-70.72
2019-08-13,-13.569999999999993
2019-08-14,109.10999999999999
2019-08-15,87.80000000000001
2019-08-16,-4.660000000000025
2019-08-17,57.920000000000016
2019-08-18,-103.69
2019-08-19,-45.41
2019-08-20,3.3499999999999943
2019-08-21,95.36000000000001
2019-08-22,-56.30000000000001
2019-08-23,105.63999999999999
2019-08-24,163.86000000000007
2019-08-25,-85.73000000000008
2019-08-26,-120.07
2019-08-27,-71.82
2019-08-28,-82.07
2019-08-29,-54.629999999999995
2019-08-30,103.50999999999999
2019-08-31,-8.939999999999998
2019-09-01,80.00999999999999
2019-09-02,-39.389999999999986
